frame,timestamp_sec,track_id,class_id,class_name,confidence,x1,y1,x2,y2,center_x,center_y,camera_id,camera_latitude,camera_longitude
97,3.233,9,2,car,0.5968,28,39,47,54,37,46,CAM_01,28.6139,77.209
97,3.233,11,2,car,0.7048,78,67,108,94,93,80,CAM_01,28.6139,77.209
97,3.233,19,2,car,0.8198,149,93,188,129,168,111,CAM_01,28.6139,77.209
97,3.233,23,2,car,0.3669,11,41,31,60,21,50,CAM_01,28.6139,77.209
97,3.233,25,2,car,0.4352,89,60,114,77,101,68,CAM_01,28.6139,77.209
97,3.233,7,7,truck,0.4946,146,31,169,54,157,42,CAM_01,28.6139,77.209
97,3.233,43,2,car,0.4521,162,71,176,88,169,79,CAM_01,28.6139,77.209
98,3.267,3,2,car,0.7632,159,116,201,143,180,129,CAM_01,28.6139,77.209
98,3.267,5,2,car,0.8519,65,92,110,129,87,110,CAM_01,28.6139,77.209
98,3.267,6,2,car,0.7325,136,71,169,102,152,86,CAM_01,28.6139,77.209
98,3.267,9,2,car,0.5823,28,39,47,54,37,46,CAM_01,28.6139,77.209
98,3.267,11,2,car,0.7374,78,68,108,94,93,81,CAM_01,28.6139,77.209
98,3.267,19,2,car,0.834,149,94,188,129,168,111,CAM_01,28.6139,77.209
98,3.267,23,2,car,0.4802,11,41,31,60,21,50,CAM_01,28.6139,77.209
98,3.267,25,2,car,0.4238,89,60,113,77,101,68,CAM_01,28.6139,77.209
98,3.267,7,7,truck,0.5731,145,31,170,57,157,44,CAM_01,28.6139,77.209
98,3.267,43,2,car,0.363,162,71,177,88,169,79,CAM_01,28.6139,77.209
98,3.267,40,2,car,0.3824,1,42,16,64,8,53,CAM_01,28.6139,77.209
99,3.3,3,2,car,0.7515,160,117,201,143,180,130,CAM_01,28.6139,77.209
99,3.3,5,2,car,0.852,65,92,110,129,87,110,CAM_01,28.6139,77.209
99,3.3,6,2,car,0.6824,136,72,169,102,152,87,CAM_01,28.6139,77.209
99,3.3,9,2,car,0.5371,28,39,47,54,37,46,CAM_01,28.6139,77.209
99,3.3,11,2,car,0.7476,78,68,108,95,93,81,CAM_01,28.6139,77.209
99,3.3,19,2,car,0.8391,149,94,188,129,168,111,CAM_01,28.6139,77.209
99,3.3,23,2,car,0.4177,12,41,31,59,21,50,CAM_01,28.6139,77.209
99,3.3,25,2,car,0.3964,89,60,113,77,101,68,CAM_01,28.6139,77.209
99,3.3,7,7,truck,0.5756,145,31,170,58,157,44,CAM_01,28.6139,77.209
99,3.3,43,2,car,0.3395,162,71,177,88,169,79,CAM_01,28.6139,77.209
99,3.3,40,2,car,0.323,1,44,16,63,8,53,CAM_01,28.6139,77.209
100,3.333,3,2,car,0.6666,160,117,201,143,180,130,CAM_01,28.6139,77.209
100,3.333,5,2,car,0.8555,64,93,110,130,87,111,CAM_01,28.6139,77.209
100,3.333,6,2,car,0.6806,136,72,169,102,152,87,CAM_01,28.6139,77.209
100,3.333,9,2,car,0.5149,28,39,47,54,37,46,CAM_01,28.6139,77.209
100,3.333,11,2,car,0.7353,78,69,108,95,93,82,CAM_01,28.6139,77.209
100,3.333,19,2,car,0.84,149,95,188,130,168,112,CAM_01,28.6139,77.209
100,3.333,23,2,car,0.4575,12,41,31,59,21,50,CAM_01,28.6139,77.209
100,3.333,25,2,car,0.342,89,60,113,77,101,68,CAM_01,28.6139,77.209
100,3.333,7,7,truck,0.6145,145,31,170,57,157,44,CAM_01,28.6139,77.209
100,3.333,43,2,car,0.3733,162,71,177,88,169,79,CAM_01,28.6139,77.209
100,3.333,40,2,car,0.301,2,46,16,64,9,55,CAM_01,28.6139,77.209
101,3.367,3,2,car,0.6507,159,117,201,143,180,130,CAM_01,28.6139,77.209
101,3.367,5,2,car,0.871,64,93,110,130,87,111,CAM_01,28.6139,77.209
101,3.367,6,2,car,0.7303,136,72,169,102,152,87,CAM_01,28.6139,77.209
101,3.367,9,2,car,0.5414,29,39,47,54,38,46,CAM_01,28.6139,77.209
101,3.367,11,2,car,0.7562,78,69,108,95,93,82,CAM_01,28.6139,77.209
101,3.367,19,2,car,0.8311,149,95,188,130,168,112,CAM_01,28.6139,77.209
101,3.367,23,2,car,0.4851,12,41,31,59,21,50,CAM_01,28.6139,77.209
101,3.367,25,2,car,0.3473,89,60,113,77,101,68,CAM_01,28.6139,77.209
101,3.367,7,7,truck,0.601,145,31,170,57,157,44,CAM_01,28.6139,77.209
101,3.367,43,2,car,0.3641,162,71,177,88,169,79,CAM_01,28.6139,77.209
101,3.367,51,2,car,0.3168,138,57,152,71,145,64,CAM_01,28.6139,77.209
102,3.4,3,2,car,0.6643,159,118,200,143,179,130,CAM_01,28.6139,77.209
102,3.4,5,2,car,0.8733,64,93,110,131,87,112,CAM_01,28.6139,77.209
102,3.4,6,2,car,0.7109,136,72,169,103,152,87,CAM_01,28.6139,77.209
102,3.4,9,2,car,0.5431,29,39,48,53,38,46,CAM_01,28.6139,77.209
102,3.4,11,2,car,0.7675,78,69,108,95,93,82,CAM_01,28.6139,77.209
102,3.4,19,2,car,0.757,149,95,189,131,169,113,CAM_01,28.6139,77.209
102,3.4,23,2,car,0.4459,12,41,32,59,22,50,CAM_01,28.6139,77.209
102,3.4,25,2,car,0.3417,89,61,113,78,101,69,CAM_01,28.6139,77.209
102,3.4,7,7,truck,0.5788,145,31,170,57,157,44,CAM_01,28.6139,77.209
102,3.4,43,2,car,0.3946,162,71,177,88,169,79,CAM_01,28.6139,77.209
102,3.4,40,2,car,0.4034,1,44,16,63,8,53,CAM_01,28.6139,77.209
103,3.433,3,2,car,0.7559,160,119,200,143,180,131,CAM_01,28.6139,77.209
103,3.433,5,2,car,0.8528,64,94,109,132,86,113,CAM_01,28.6139,77.209
103,3.433,6,2,car,0.7779,136,72,169,103,152,87,CAM_01,28.6139,77.209
103,3.433,9,2,car,0.5003,30,39,49,54,39,46,CAM_01,28.6139,77.209
103,3.433,11,2,car,0.7366,77,69,108,96,92,82,CAM_01,28.6139,77.209
103,3.433,19,2,car,0.7712,149,96,189,131,169,113,CAM_01,28.6139,77.209
103,3.433,23,2,car,0.3072,12,40,32,59,22,49,CAM_01,28.6139,77.209
103,3.433,25,2,car,0.3347,89,61,113,77,101,69,CAM_01,28.6139,77.209
103,3.433,7,7,truck,0.5588,146,31,170,57,158,44,CAM_01,28.6139,77.209
103,3.433,43,2,car,0.348,162,72,177,88,169,80,CAM_01,28.6139,77.209
103,3.433,40,2,car,0.4027,1,45,17,64,9,54,CAM_01,28.6139,77.209
103,3.433,51,2,car,0.3346,139,57,152,71,145,64,CAM_01,28.6139,77.209
104,3.467,3,2,car,0.7168,160,119,201,143,180,131,CAM_01,28.6139,77.209
104,3.467,5,2,car,0.8522,64,94,109,132,86,113,CAM_01,28.6139,77.209
104,3.467,6,2,car,0.7606,136,72,170,103,153,87,CAM_01,28.6139,77.209
104,3.467,9,2,car,0.5302,30,39,49,53,39,46,CAM_01,28.6139,77.209
104,3.467,11,2,car,0.7441,77,69,108,96,92,82,CAM_01,28.6139,77.209
104,3.467,19,2,car,0.8048,150,96,189,132,169,114,CAM_01,28.6139,77.209
104,3.467,23,2,car,0.4291,13,40,32,59,22,49,CAM_01,28.6139,77.209
104,3.467,25,2,car,0.3312,89,61,112,77,100,69,CAM_01,28.6139,77.209
104,3.467,7,7,truck,0.5689,146,31,170,57,158,44,CAM_01,28.6139,77.209
104,3.467,43,2,car,0.3499,162,72,177,89,169,80,CAM_01,28.6139,77.209
104,3.467,40,2,car,0.3659,1,45,18,65,9,55,CAM_01,28.6139,77.209
104,3.467,51,2,car,0.3115,139,57,153,72,146,64,CAM_01,28.6139,77.209
105,3.5,3,2,car,0.6976,161,120,201,143,181,131,CAM_01,28.6139,77.209
105,3.5,5,2,car,0.854,64,95,109,133,86,114,CAM_01,28.6139,77.209
105,3.5,6,2,car,0.7268,136,73,170,103,153,88,CAM_01,28.6139,77.209
105,3.5,9,2,car,0.4355,30,39,48,53,39,46,CAM_01,28.6139,77.209
105,3.5,11,2,car,0.7345,77,69,109,96,93,82,CAM_01,28.6139,77.209
105,3.5,19,2,car,0.7769,150,96,189,131,169,113,CAM_01,28.6139,77.209
105,3.5,23,2,car,0.3893,13,40,33,59,23,49,CAM_01,28.6139,77.209
105,3.5,7,7,truck,0.5507,146,31,170,56,158,43,CAM_01,28.6139,77.209
105,3.5,40,2,car,0.4185,1,45,18,66,9,55,CAM_01,28.6139,77.209
105,3.5,51,2,car,0.3752,139,57,153,72,146,64,CAM_01,28.6139,77.209
106,3.533,3,2,car,0.6995,161,121,201,143,181,132,CAM_01,28.6139,77.209
106,3.533,5,2,car,0.8505,64,95,109,133,86,114,CAM_01,28.6139,77.209
106,3.533,6,2,car,0.7087,136,73,170,103,153,88,CAM_01,28.6139,77.209
106,3.533,9,2,car,0.4678,30,39,49,53,39,46,CAM_01,28.6139,77.209
106,3.533,11,2,car,0.7452,77,69,109,97,93,83,CAM_01,28.6139,77.209
106,3.533,19,2,car,0.7425,150,97,189,131,169,114,CAM_01,28.6139,77.209
106,3.533,23,2,car,0.4318,13,40,33,58,23,49,CAM_01,28.6139,77.209
106,3.533,7,7,truck,0.4919,146,31,170,56,158,43,CAM_01,28.6139,77.209
106,3.533,40,2,car,0.4092,1,45,18,66,9,55,CAM_01,28.6139,77.209
106,3.533,51,2,car,0.3441,139,58,153,73,146,65,CAM_01,28.6139,77.209
107,3.567,3,2,car,0.7083,161,121,201,143,181,132,CAM_01,28.6139,77.209
107,3.567,5,2,car,0.843,63,96,109,133,86,114,CAM_01,28.6139,77.209
107,3.567,6,2,car,0.7503,136,73,170,104,153,88,CAM_01,28.6139,77.209
107,3.567,9,2,car,0.4541,30,39,49,53,39,46,CAM_01,28.6139,77.209
107,3.567,11,2,car,0.7435,77,69,109,97,93,83,CAM_01,28.6139,77.209
107,3.567,19,2,car,0.7453,150,97,190,132,170,114,CAM_01,28.6139,77.209
107,3.567,23,2,car,0.4151,14,40,33,58,23,49,CAM_01,28.6139,77.209
107,3.567,7,7,truck,0.5083,147,31,170,56,158,43,CAM_01,28.6139,77.209
107,3.567,40,2,car,0.3964,1,45,18,65,9,55,CAM_01,28.6139,77.209
107,3.567,51,2,car,0.3509,139,58,153,73,146,65,CAM_01,28.6139,77.209
108,3.6,3,2,car,0.7327,162,122,201,143,181,132,CAM_01,28.6139,77.209
108,3.6,5,2,car,0.8373,63,96,109,134,86,115,CAM_01,28.6139,77.209
108,3.6,6,2,car,0.748,136,74,170,104,153,89,CAM_01,28.6139,77.209
108,3.6,9,2,car,0.4894,31,39,49,53,40,46,CAM_01,28.6139,77.209
108,3.6,11,2,car,0.7495,77,70,109,97,93,83,CAM_01,28.6139,77.209
108,3.6,19,2,car,0.7339,150,98,190,133,170,115,CAM_01,28.6139,77.209
108,3.6,23,2,car,0.5661,14,40,33,58,23,49,CAM_01,28.6139,77.209
108,3.6,7,7,truck,0.434,147,31,170,55,158,43,CAM_01,28.6139,77.209
108,3.6,40,2,car,0.6051,1,46,18,64,9,55,CAM_01,28.6139,77.209
108,3.6,51,2,car,0.3517,139,57,153,73,146,65,CAM_01,28.6139,77.209
109,3.633,3,2,car,0.6457,162,123,201,143,181,133,CAM_01,28.6139,77.209
109,3.633,5,2,car,0.8416,62,97,109,135,85,116,CAM_01,28.6139,77.209
109,3.633,6,2,car,0.7869,136,74,170,104,153,89,CAM_01,28.6139,77.209
109,3.633,9,2,car,0.4141,31,39,49,53,40,46,CAM_01,28.6139,77.209
109,3.633,11,2,car,0.7332,76,70,109,98,92,84,CAM_01,28.6139,77.209
109,3.633,19,2,car,0.745,149,98,191,135,170,116,CAM_01,28.6139,77.209
109,3.633,23,2,car,0.4712,14,40,33,58,23,49,CAM_01,28.6139,77.209
109,3.633,7,5,bus,0.4078,147,31,169,55,158,43,CAM_01,28.6139,77.209
109,3.633,40,2,car,0.5783,2,46,18,63,10,54,CAM_01,28.6139,77.209
109,3.633,25,2,car,0.3676,88,61,113,80,100,70,CAM_01,28.6139,77.209
110,3.667,3,2,car,0.6922,162,123,201,143,181,133,CAM_01,28.6139,77.209
110,3.667,5,2,car,0.8273,62,97,109,136,85,116,CAM_01,28.6139,77.209
110,3.667,6,2,car,0.7834,136,74,170,105,153,89,CAM_01,28.6139,77.209
110,3.667,9,2,car,0.4248,31,39,49,53,40,46,CAM_01,28.6139,77.209
110,3.667,11,2,car,0.7526,76,70,109,98,92,84,CAM_01,28.6139,77.209
110,3.667,19,2,car,0.7417,149,98,192,135,170,116,CAM_01,28.6139,77.209
110,3.667,23,2,car,0.487,14,40,33,58,23,49,CAM_01,28.6139,77.209
110,3.667,7,7,truck,0.3806,147,31,169,55,158,43,CAM_01,28.6139,77.209
110,3.667,40,2,car,0.5765,2,46,18,62,10,54,CAM_01,28.6139,77.209
110,3.667,52,5,bus,0.4008,146,31,171,56,158,43,CAM_01,28.6139,77.209
110,3.667,53,2,car,0.3795,88,61,115,88,101,74,CAM_01,28.6139,77.209
110,3.667,54,2,car,0.3756,0,53,5,68,2,60,CAM_01,28.6139,77.209
110,3.667,25,2,car,0.3649,88,62,113,80,100,71,CAM_01,28.6139,77.209
110,3.667,51,2,car,0.3192,138,58,154,74,146,66,CAM_01,28.6139,77.209
111,3.7,3,2,car,0.678,163,124,201,143,182,133,CAM_01,28.6139,77.209
111,3.7,5,2,car,0.8442,62,97,109,136,85,116,CAM_01,28.6139,77.209
111,3.7,6,2,car,0.7387,136,74,170,105,153,89,CAM_01,28.6139,77.209
111,3.7,9,2,car,0.4399,32,38,49,52,40,45,CAM_01,28.6139,77.209
111,3.7,11,2,car,0.6653,76,70,108,98,92,84,CAM_01,28.6139,77.209
111,3.7,19,2,car,0.7433,149,99,192,136,170,117,CAM_01,28.6139,77.209
111,3.7,23,2,car,0.4587,14,40,33,58,23,49,CAM_01,28.6139,77.209
111,3.7,40,2,car,0.5781,2,45,19,62,10,53,CAM_01,28.6139,77.209
111,3.7,52,7,truck,0.3925,144,31,173,61,158,46,CAM_01,28.6139,77.209
111,3.7,53,2,car,0.4639,87,61,115,88,101,74,CAM_01,28.6139,77.209
111,3.7,54,2,car,0.3586,0,50,6,68,3,59,CAM_01,28.6139,77.209
111,3.7,25,2,car,0.3224,87,61,114,81,100,71,CAM_01,28.6139,77.209
111,3.7,51,2,car,0.3406,138,58,154,74,146,66,CAM_01,28.6139,77.209
112,3.733,3,2,car,0.6899,163,125,202,143,182,134,CAM_01,28.6139,77.209
112,3.733,5,2,car,0.8474,61,98,109,137,85,117,CAM_01,28.6139,77.209
112,3.733,6,2,car,0.697,136,75,171,106,153,90,CAM_01,28.6139,77.209
112,3.733,9,2,car,0.4401,32,38,49,52,40,45,CAM_01,28.6139,77.209
112,3.733,11,2,car,0.6767,76,71,108,98,92,84,CAM_01,28.6139,77.209
112,3.733,19,2,car,0.7403,149,99,192,137,170,118,CAM_01,28.6139,77.209
112,3.733,23,2,car,0.483,15,40,34,58,24,49,CAM_01,28.6139,77.209
112,3.733,40,2,car,0.5383,2,45,19,62,10,53,CAM_01,28.6139,77.209
112,3.733,52,7,truck,0.4456,143,31,175,64,159,47,CAM_01,28.6139,77.209
112,3.733,53,2,car,0.4061,87,61,115,88,101,74,CAM_01,28.6139,77.209
112,3.733,54,2,car,0.4034,0,48,6,67,3,57,CAM_01,28.6139,77.209
112,3.733,25,2,car,0.3351,87,62,114,81,100,71,CAM_01,28.6139,77.209
113,3.767,3,2,car,0.7053,164,125,202,143,183,134,CAM_01,28.6139,77.209
113,3.767,5,2,car,0.8579,61,98,109,137,85,117,CAM_01,28.6139,77.209
113,3.767,6,2,car,0.6734,136,75,171,106,153,90,CAM_01,28.6139,77.209
113,3.767,9,2,car,0.3298,32,38,49,52,40,45,CAM_01,28.6139,77.209
113,3.767,11,2,car,0.6504,76,71,108,98,92,84,CAM_01,28.6139,77.209
113,3.767,19,2,car,0.7232,148,99,192,138,170,118,CAM_01,28.6139,77.209
113,3.767,23,2,car,0.358,15,40,34,58,24,49,CAM_01,28.6139,77.209
113,3.767,40,2,car,0.5262,2,45,20,62,11,53,CAM_01,28.6139,77.209
113,3.767,52,7,truck,0.3965,143,31,175,64,159,47,CAM_01,28.6139,77.209
113,3.767,53,2,car,0.3683,87,62,115,88,101,75,CAM_01,28.6139,77.209
113,3.767,54,2,car,0.4177,0,47,7,67,3,57,CAM_01,28.6139,77.209
113,3.767,25,2,car,0.339,87,62,113,81,100,71,CAM_01,28.6139,77.209
114,3.8,3,2,car,0.6693,164,125,202,143,183,134,CAM_01,28.6139,77.209
114,3.8,5,2,car,0.8755,61,98,109,138,85,118,CAM_01,28.6139,77.209
114,3.8,6,2,car,0.7467,136,75,171,106,153,90,CAM_01,28.6139,77.209
114,3.8,9,2,car,0.4317,32,38,49,52,40,45,CAM_01,28.6139,77.209
114,3.8,11,2,car,0.7112,76,71,108,99,92,85,CAM_01,28.6139,77.209
114,3.8,19,2,car,0.7309,148,100,193,139,170,119,CAM_01,28.6139,77.209
114,3.8,23,2,car,0.4754,15,40,34,57,24,48,CAM_01,28.6139,77.209
114,3.8,40,2,car,0.4366,2,45,21,62,11,53,CAM_01,28.6139,77.209
114,3.8,54,2,car,0.3864,0,47,7,67,3,57,CAM_01,28.6139,77.209
114,3.8,25,2,car,0.3356,87,62,113,81,100,71,CAM_01,28.6139,77.209
114,3.8,7,7,truck,0.4299,145,31,173,62,159,46,CAM_01,28.6139,77.209
115,3.833,3,2,car,0.6306,164,126,203,144,183,135,CAM_01,28.6139,77.209
115,3.833,5,2,car,0.8651,60,99,108,139,84,119,CAM_01,28.6139,77.209
115,3.833,6,2,car,0.7611,136,75,171,106,153,90,CAM_01,28.6139,77.209
115,3.833,9,2,car,0.4838,33,38,50,52,41,45,CAM_01,28.6139,77.209
115,3.833,11,2,car,0.764,76,71,108,99,92,85,CAM_01,28.6139,77.209
115,3.833,19,2,car,0.7443,148,101,193,139,170,120,CAM_01,28.6139,77.209
115,3.833,23,2,car,0.5043,15,40,34,58,24,49,CAM_01,28.6139,77.209
115,3.833,40,2,car,0.5247,1,42,22,62,11,52,CAM_01,28.6139,77.209
115,3.833,54,2,car,0.5431,0,47,7,67,3,57,CAM_01,28.6139,77.209
115,3.833,25,2,car,0.3343,87,62,114,81,100,71,CAM_01,28.6139,77.209
115,3.833,7,7,truck,0.3875,145,31,173,62,159,46,CAM_01,28.6139,77.209
115,3.833,51,2,car,0.3112,138,58,154,75,146,66,CAM_01,28.6139,77.209
115,3.833,53,2,car,0.3091,87,62,115,88,101,75,CAM_01,28.6139,77.209
116,3.867,3,2,car,0.6547,165,127,202,144,183,135,CAM_01,28.6139,77.209
116,3.867,5,2,car,0.8625,60,99,108,139,84,119,CAM_01,28.6139,77.209
116,3.867,6,2,car,0.7481,136,75,171,107,153,91,CAM_01,28.6139,77.209
116,3.867,9,2,car,0.4909,33,38,50,52,41,45,CAM_01,28.6139,77.209
116,3.867,11,2,car,0.7508,76,71,108,99,92,85,CAM_01,28.6139,77.209
116,3.867,19,2,car,0.7829,148,101,193,140,170,120,CAM_01,28.6139,77.209
116,3.867,23,2,car,0.4661,15,40,34,57,24,48,CAM_01,28.6139,77.209
116,3.867,40,2,car,0.5084,0,41,23,61,11,51,CAM_01,28.6139,77.209
116,3.867,54,2,car,0.593,0,47,7,67,3,57,CAM_01,28.6139,77.209
116,3.867,25,2,car,0.3983,87,62,113,81,100,71,CAM_01,28.6139,77.209
116,3.867,7,7,truck,0.4035,145,31,173,62,159,46,CAM_01,28.6139,77.209
116,3.867,51,2,car,0.3654,139,58,154,75,146,66,CAM_01,28.6139,77.209
116,3.867,53,2,car,0.3717,87,62,115,88,101,75,CAM_01,28.6139,77.209
116,3.867,52,5,bus,0.3744,145,32,174,62,159,47,CAM_01,28.6139,77.209
117,3.9,3,2,car,0.6773,166,128,202,144,184,136,CAM_01,28.6139,77.209
117,3.9,5,2,car,0.8489,60,99,108,139,84,119,CAM_01,28.6139,77.209
117,3.9,6,2,car,0.7265,136,75,171,107,153,91,CAM_01,28.6139,77.209
117,3.9,9,2,car,0.3879,33,38,50,52,41,45,CAM_01,28.6139,77.209
117,3.9,11,2,car,0.74,75,71,109,100,92,85,CAM_01,28.6139,77.209
117,3.9,19,2,car,0.7754,148,101,194,141,171,121,CAM_01,28.6139,77.209
117,3.9,23,2,car,0.3446,16,39,34,57,25,48,CAM_01,28.6139,77.209
117,3.9,40,2,car,0.5104,1,42,22,61,11,51,CAM_01,28.6139,77.209
117,3.9,54,2,car,0.6005,0,47,7,67,3,57,CAM_01,28.6139,77.209
117,3.9,25,2,car,0.3864,88,62,113,81,100,71,CAM_01,28.6139,77.209
117,3.9,7,7,truck,0.3357,146,31,173,62,159,46,CAM_01,28.6139,77.209
117,3.9,53,2,car,0.3619,87,62,115,89,101,75,CAM_01,28.6139,77.209
117,3.9,52,5,bus,0.3051,146,32,173,60,159,46,CAM_01,28.6139,77.209
118,3.933,3,2,car,0.6238,167,129,202,143,184,136,CAM_01,28.6139,77.209
118,3.933,5,2,car,0.8422,60,100,108,140,84,120,CAM_01,28.6139,77.209
118,3.933,6,2,car,0.7301,136,76,171,107,153,91,CAM_01,28.6139,77.209
118,3.933,9,2,car,0.3449,33,38,50,52,41,45,CAM_01,28.6139,77.209
118,3.933,11,2,car,0.7131,75,71,108,100,91,85,CAM_01,28.6139,77.209
118,3.933,19,2,car,0.7209,148,102,194,142,171,122,CAM_01,28.6139,77.209
118,3.933,23,7,truck,0.3643,16,39,35,57,25,48,CAM_01,28.6139,77.209
118,3.933,40,2,car,0.4575,2,43,22,61,12,52,CAM_01,28.6139,77.209
118,3.933,54,2,car,0.584,0,47,7,67,3,57,CAM_01,28.6139,77.209
118,3.933,25,2,car,0.3015,87,62,113,81,100,71,CAM_01,28.6139,77.209
118,3.933,7,7,truck,0.3059,146,32,173,62,159,47,CAM_01,28.6139,77.209
118,3.933,52,7,truck,0.3565,148,32,170,55,159,43,CAM_01,28.6139,77.209
119,3.967,3,2,car,0.6587,167,129,202,143,184,136,CAM_01,28.6139,77.209
119,3.967,5,2,car,0.8308,60,100,108,141,84,120,CAM_01,28.6139,77.209
119,3.967,6,2,car,0.7219,136,76,171,107,153,91,CAM_01,28.6139,77.209
119,3.967,9,2,car,0.4808,33,38,50,51,41,44,CAM_01,28.6139,77.209
119,3.967,11,2,car,0.7316,75,72,108,101,91,86,CAM_01,28.6139,77.209
119,3.967,19,2,car,0.731,148,102,194,142,171,122,CAM_01,28.6139,77.209
119,3.967,23,2,car,0.4563,16,39,35,57,25,48,CAM_01,28.6139,77.209
119,3.967,40,2,car,0.5154,0,41,23,61,11,51,CAM_01,28.6139,77.209
119,3.967,54,2,car,0.7053,0,47,7,66,3,56,CAM_01,28.6139,77.209
119,3.967,25,2,car,0.3233,88,63,113,81,100,72,CAM_01,28.6139,77.209
119,3.967,7,7,truck,0.4888,145,32,174,64,159,48,CAM_01,28.6139,77.209
119,3.967,53,2,car,0.3065,87,63,114,89,100,76,CAM_01,28.6139,77.209
120,4.0,3,2,car,0.6275,169,130,203,143,186,136,CAM_01,28.6139,77.209
120,4.0,5,2,car,0.8296,59,101,108,141,83,121,CAM_01,28.6139,77.209
120,4.0,6,2,car,0.7474,136,77,171,108,153,92,CAM_01,28.6139,77.209
120,4.0,9,2,car,0.457,33,38,50,51,41,44,CAM_01,28.6139,77.209
120,4.0,11,2,car,0.7719,75,72,107,101,91,86,CAM_01,28.6139,77.209
120,4.0,19,2,car,0.7496,148,103,193,142,170,122,CAM_01,28.6139,77.209
120,4.0,23,2,car,0.4473,16,39,35,57,25,48,CAM_01,28.6139,77.209
120,4.0,40,2,car,0.4853,2,42,23,61,12,51,CAM_01,28.6139,77.209
120,4.0,54,2,car,0.662,0,47,8,66,4,56,CAM_01,28.6139,77.209
120,4.0,7,7,truck,0.5001,145,32,174,64,159,48,CAM_01,28.6139,77.209
120,4.0,57,2,car,0.3375,96,41,117,59,106,50,CAM_01,28.6139,77.209
120,4.0,53,2,car,0.3179,87,63,114,89,100,76,CAM_01,28.6139,77.209
121,4.033,3,2,car,0.5484,169,131,202,143,185,137,CAM_01,28.6139,77.209
121,4.033,5,2,car,0.8346,59,102,108,142,83,122,CAM_01,28.6139,77.209
121,4.033,6,2,car,0.7209,136,77,171,108,153,92,CAM_01,28.6139,77.209
121,4.033,9,2,car,0.3933,33,38,50,52,41,45,CAM_01,28.6139,77.209
121,4.033,11,2,car,0.7829,75,72,107,101,91,86,CAM_01,28.6139,77.209
121,4.033,19,2,car,0.71,149,103,193,142,171,122,CAM_01,28.6139,77.209
121,4.033,23,2,car,0.3551,17,39,35,57,26,48,CAM_01,28.6139,77.209
121,4.033,40,2,car,0.3923,3,43,23,61,13,52,CAM_01,28.6139,77.209
121,4.033,54,2,car,0.6606,0,48,8,66,4,57,CAM_01,28.6139,77.209
121,4.033,7,7,truck,0.4262,145,32,174,65,159,48,CAM_01,28.6139,77.209
121,4.033,57,2,car,0.3299,96,41,117,59,106,50,CAM_01,28.6139,77.209
121,4.033,53,2,car,0.3771,87,63,114,89,100,76,CAM_01,28.6139,77.209
122,4.067,3,2,car,0.5627,170,131,203,143,186,137,CAM_01,28.6139,77.209
122,4.067,5,2,car,0.8243,59,102,108,142,83,122,CAM_01,28.6139,77.209
122,4.067,6,2,car,0.7577,136,77,171,108,153,92,CAM_01,28.6139,77.209
122,4.067,9,2,car,0.4037,33,38,50,51,41,44,CAM_01,28.6139,77.209
122,4.067,11,2,car,0.7887,74,72,107,101,90,86,CAM_01,28.6139,77.209
122,4.067,19,2,car,0.7238,149,104,193,142,171,123,CAM_01,28.6139,77.209
122,4.067,23,2,car,0.355,17,39,36,57,26,48,CAM_01,28.6139,77.209
122,4.067,40,2,car,0.4763,4,43,24,61,14,52,CAM_01,28.6139,77.209
122,4.067,54,2,car,0.6889,1,48,8,66,4,57,CAM_01,28.6139,77.209
122,4.067,7,7,truck,0.4642,145,32,174,65,159,48,CAM_01,28.6139,77.209
122,4.067,57,2,car,0.329,96,41,117,59,106,50,CAM_01,28.6139,77.209
122,4.067,53,2,car,0.3964,87,63,114,89,100,76,CAM_01,28.6139,77.209
123,4.1,3,2,car,0.4946,171,132,202,143,186,137,CAM_01,28.6139,77.209
123,4.1,5,2,car,0.8226,59,103,108,143,83,123,CAM_01,28.6139,77.209
123,4.1,6,2,car,0.7696,136,77,172,109,154,93,CAM_01,28.6139,77.209
123,4.1,9,2,car,0.4754,34,38,50,51,42,44,CAM_01,28.6139,77.209
123,4.1,11,2,car,0.7625,74,73,107,101,90,87,CAM_01,28.6139,77.209
123,4.1,19,2,car,0.7311,149,104,194,142,171,123,CAM_01,28.6139,77.209
123,4.1,23,2,car,0.436,17,39,36,57,26,48,CAM_01,28.6139,77.209
123,4.1,40,2,car,0.4835,3,43,24,61,13,52,CAM_01,28.6139,77.209
123,4.1,54,2,car,0.7378,1,47,8,66,4,56,CAM_01,28.6139,77.209
123,4.1,7,7,truck,0.5482,146,32,174,65,160,48,CAM_01,28.6139,77.209
123,4.1,57,2,car,0.3915,96,41,117,59,106,50,CAM_01,28.6139,77.209
123,4.1,53,2,car,0.3762,87,63,114,89,100,76,CAM_01,28.6139,77.209
123,4.1,59,2,car,0.3751,0,39,25,60,12,49,CAM_01,28.6139,77.209
123,4.1,25,2,car,0.3047,87,63,112,82,99,72,CAM_01,28.6139,77.209
124,4.133,3,2,car,0.5178,171,133,202,143,186,138,CAM_01,28.6139,77.209
124,4.133,5,2,car,0.8399,58,103,107,143,82,123,CAM_01,28.6139,77.209
124,4.133,6,2,car,0.8299,136,77,172,109,154,93,CAM_01,28.6139,77.209
124,4.133,9,2,car,0.4235,34,38,50,51,42,44,CAM_01,28.6139,77.209
